"Id","MSZoning","LotFrontage","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","Electrical","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","PoolArea","PoolQC","Fence","MiscFeature","YrSold","SaleType","SaleCondition","SalePrice","Crisis","MSSubClass","LotArea","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","TotRmsAbvGrd","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","MiscVal","MoSold","Reforma","outlier"
596,"RL",69,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","Other","BrkFace",238,"Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,0,3,1,"Gd","Typ",1,"TA","Attchd",2005,"Fin",3,"TA","TA","Y",0,NA,NA,NA,2006,"New","Partial",319000,"Crisis",20,11302,2005,2006,1422,0,392,1814,1826,0,0,1826,7,758,180,75,0,0,120,0,8,0,TRUE
597,"RM",60,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,7,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Ex","N","FuseA",0,0,1,0,3,1,"TA","Typ",0,NA,"Detchd",1930,"Unf",1,"TA","Fa","N",0,NA,NA,NA,2006,"WD","Normal",114504,"Crisis",70,3600,1910,1993,0,0,684,684,684,684,0,1368,7,216,0,158,0,0,0,0,10,13,TRUE
598,"RL",53,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",72,"Gd","TA","PConc","Ex","TA","Av","Unf","Unf","GasA","Ex","Y","SBrkr",0,2,0,2,2,1,"Gd","Typ",1,"Gd","Attchd",2006,"Fin",3,"TA","TA","Y",0,NA,NA,NA,2007,"New","Partial",194201,"Crisis",120,3922,2006,2007,0,0,1258,1258,1402,0,0,1402,7,648,120,16,0,0,0,0,2,0,FALSE
599,"RL",80,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","Plywood","Plywood","BrkFace",459,"TA","TA","CBlock","Gd","TA","Mn","ALQ","LwQ","GasA","Ex","Y","SBrkr",1,0,2,0,3,1,"Gd","Typ",1,"TA","Attchd",1977,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Normal",217500,"Crisis",20,12984,1977,1977,1283,147,0,1430,1647,0,0,1647,7,621,0,0,0,0,0,0,3,29,FALSE
600,"RM",24,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blueste","Norm","Norm","Twnhs","2Story",6,6,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","Gd","TA","No","LwQ","GLQ","GasA","TA","Y","SBrkr",1,0,2,1,3,1,"TA","Typ",1,"TA","Attchd",1980,"Fin",2,"TA","TA","Y",0,NA,"GdPrv",NA,2008,"COD","Normal",151000,"Burbuja",160,1950,1980,1980,81,612,23,716,716,840,0,1556,6,452,161,0,0,0,0,0,7,28,TRUE
601,"RL",74,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",280,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,1,3,1,"Ex","Typ",1,"Gd","BuiltIn",2003,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Normal",275000,"Crisis",60,10927,2005,2005,546,0,512,1058,1058,846,0,1904,8,736,179,60,0,0,0,0,6,1,FALSE
602,"RM",50,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","PConc","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr",0,0,1,1,3,1,"Gd","Typ",1,"Gd","Detchd",1979,"Unf",1,"TA","TA","P",0,NA,NA,NA,2007,"WD","Normal",141000,"Crisis",50,9000,1937,1950,0,0,780,780,780,595,0,1375,6,544,0,162,0,0,126,0,12,57,TRUE
603,"RL",80,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",8,5,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,1,3,1,"Gd","Typ",1,"TA","Attchd",1992,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Abnorml",220000,"Crisis",60,10041,1992,1992,789,0,119,908,927,988,0,1915,8,506,120,150,0,0,0,0,2,14,FALSE
604,"FV",30,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr",0,0,2,1,2,1,"Gd","Typ",0,NA,"Detchd",2004,"RFn",2,"TA","TA","Y",0,NA,NA,NA,2010,"WD","Normal",151000,"Burbuja",160,3182,2004,2005,0,0,600,600,600,600,0,1200,4,480,0,172,0,0,0,0,6,5,TRUE
605,"RL",88,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",99,"Gd","TA","PConc","Gd","TA","Mn","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,0,3,1,"Gd","Typ",1,"TA","Attchd",2002,"RFn",2,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",221000,"Burbuja",20,12803,2002,2002,922,0,572,1494,1494,0,0,1494,6,530,192,36,0,0,0,0,9,6,FALSE
606,"RL",85,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",7,6,"Gable","CompShg","HdBoard","HdBoard","BrkFace",176,"TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","TA","Y","SBrkr",0,0,2,1,3,1,"TA","Typ",3,"Fa","Attchd",1965,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Normal",205000,"Burbuja",60,13600,1965,1990,454,0,314,768,1186,800,0,1986,7,486,0,42,0,0,189,0,10,19,TRUE
607,"RL",82,"Pave",NA,"IR2","Low","AllPub","Corner","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr",1,0,1,0,3,1,"Gd","Typ",0,NA,"Detchd",2000,"Unf",2,"TA","TA","Y",0,NA,"GdPrv",NA,2009,"WD","Normal",152000,"Burbuja",20,12464,1996,1996,732,0,308,1040,1040,0,0,1040,6,576,168,0,0,0,0,0,11,13,FALSE
608,"RL",78,"Pave",NA,"Reg","Bnk","AllPub","Inside","Mod","Edwards","Norm","Norm","1Fam","2Story",5,8,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","Gd","No","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,3,0,3,1,"Ex","Typ",0,NA,"Attchd",1948,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Normal",225000,"Crisis",20,7800,1948,2002,603,0,293,896,1112,896,0,2008,8,230,103,0,0,0,0,0,8,4,FALSE
609,"RL",78,"Pave",NA,"Reg","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",8,6,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","Mn","BLQ","Unf","GasA","TA","Y","SBrkr",0,0,2,1,4,1,"TA","Typ",2,"Gd","Basment",1934,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2007,"WD","Alloca",359100,"Crisis",70,12168,1934,1998,428,0,537,965,1940,1254,0,3194,10,380,0,0,0,0,0,0,9,9,TRUE
610,"RL",61,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",4,5,"Gable","CompShg","VinylSd","VinylSd","BrkCmn",192,"TA","Fa","CBlock","TA","TA","Mn","Rec","Unf","GasA","Gd","Y","SBrkr",1,0,1,0,3,1,"TA","Typ",0,NA,"Attchd",1961,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2007,"WD","Normal",118500,"Crisis",20,7943,1961,1961,903,0,126,1029,1029,0,0,1029,5,261,64,0,39,0,0,0,4,46,FALSE
611,"RL",NA,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","PosN","Norm","1Fam","2Story",9,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",204,"Gd","TA","PConc","Ex","TA","Mn","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,1,3,1,"Ex","Typ",2,"Ex","Attchd",2000,"Fin",3,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Normal",313000,"Burbuja",60,11050,2000,2000,904,0,536,1440,1476,677,0,2153,8,736,253,142,0,0,0,0,5,9,FALSE
612,"RL",NA,"Pave",NA,"IR1","Lvl","AllPub","FR2","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",6,6,"Gable","CompShg","HdBoard","HdBoard","BrkFace",233,"TA","TA","CBlock","Gd","TA","Av","ALQ","Unf","GasA","TA","Y","SBrkr",0,1,2,0,3,1,"TA","Typ",1,"TA","Attchd",1978,"Unf",2,"TA","TA","Y",0,NA,"MnPrv","Shed",2007,"WD","Normal",148000,"Crisis",80,10395,1978,1978,605,0,427,1032,1032,0,0,1032,6,564,0,0,0,0,0,500,7,29,FALSE
613,"RL",NA,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,1,3,1,"Ex","Typ",1,"TA","BuiltIn",2001,"RFn",2,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Normal",261500,"Burbuja",60,11885,2001,2001,990,0,309,1299,1299,573,0,1872,7,531,160,122,0,0,0,0,11,8,FALSE
614,"RL",70,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Feedr","Norm","1Fam","1Story",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr",0,0,1,0,3,1,"TA","Typ",0,NA,NA,NA,NA,0,NA,NA,"Y",0,NA,NA,NA,2007,"New","Partial",147000,"Crisis",20,8402,2007,2007,206,0,914,1120,1120,0,0,1120,6,0,0,30,0,0,0,0,12,0,TRUE
615,"RM",21,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","SFoyer",4,6,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Av","LwQ","GLQ","GasA","Ex","Y","SBrkr",1,0,1,0,1,1,"TA","Typ",0,NA,NA,NA,NA,0,NA,NA,"Y",0,NA,NA,NA,2010,"WD","Normal",75500,"Burbuja",180,1491,1972,1972,150,480,0,630,630,0,0,630,3,0,96,24,0,0,0,0,5,38,TRUE
616,"RL",80,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","SFoyer",6,7,"Gable","CompShg","MetalSd","MetalSd","BrkFace",156,"TA","Gd","PConc","TA","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,1,0,3,1,"Gd","Typ",0,NA,"Attchd",1963,"RFn",2,"TA","TA","Y",0,NA,"MnPrv",NA,2010,"WD","Abnorml",137500,"Burbuja",85,8800,1963,1963,763,0,173,936,1054,0,0,1054,6,480,120,0,0,0,0,0,5,47,FALSE
617,"RL",NA,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,1,3,1,"Gd","Typ",1,"Gd","Attchd",2002,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Normal",183200,"Crisis",60,7861,2002,2003,457,0,326,783,807,702,0,1509,7,393,100,75,0,0,0,0,6,3,FALSE
618,"RL",59,"Pave",NA,"Reg","HLS","AllPub","Corner","Mod","NAmes","Artery","Norm","1Fam","1.5Unf",6,6,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr",0,0,1,0,2,1,"Gd","Typ",0,NA,"Detchd",1962,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",105500,"Burbuja",45,7227,1954,1954,0,0,832,832,832,0,0,832,4,528,0,0,0,0,0,0,6,54,FALSE
619,"RL",90,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,"Hip","CompShg","CemntBd","CmentBd","BrkFace",452,"Ex","TA","PConc","Ex","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr",0,0,2,0,3,1,"Gd","Typ",1,"Gd","Attchd",2007,"Unf",3,"TA","TA","Y",0,NA,NA,NA,2007,"New","Partial",314813,"Crisis",20,11694,2007,2007,48,0,1774,1822,1828,0,0,1828,9,774,0,108,0,0,260,0,7,0,TRUE
620,"RL",85,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,"Hip","CompShg","VinylSd","VinylSd","Stone",226,"Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,1,4,1,"Gd","Typ",2,"Gd","Attchd",2003,"Fin",3,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",305000,"Burbuja",60,12244,2003,2003,871,0,611,1482,1482,780,0,2262,10,749,168,0,0,0,0,0,8,5,TRUE
621,"RL",45,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ","Unf","GasA","TA","N","FuseF",1,0,1,0,2,1,"TA","Typ",0,NA,NA,NA,NA,0,NA,NA,"N",0,NA,NA,NA,2008,"WD","Normal",67000,"Burbuja",30,8248,1914,1950,41,0,823,864,864,0,0,864,5,0,0,0,100,0,0,0,9,58,TRUE
622,"RL",90,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,7,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Rec","GasA","TA","Y","SBrkr",0,0,2,1,4,1,"TA","Typ",1,"TA","Attchd",1974,"RFn",2,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",240000,"Burbuja",60,10800,1974,1997,956,182,384,1522,1548,1066,0,2614,9,624,38,243,0,0,0,0,6,11,TRUE
623,"RL",71,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","Plywood","Plywood","BrkFace",153,"TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","TA","Y","SBrkr",0,0,1,0,3,1,"TA","Typ",0,NA,"Detchd",1986,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Normal",135000,"Burbuja",20,7064,1977,1977,560,0,420,980,980,0,0,980,6,484,192,0,0,0,0,0,7,32,FALSE
624,"FV",NA,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",513,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr",0,0,2,1,2,1,"Gd","Typ",1,"TA","Detchd",2000,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2007,"WD","Normal",168500,"Crisis",160,2117,2000,2000,420,0,336,756,756,756,0,1512,4,440,0,32,0,0,0,0,6,7,TRUE
625,"RL",80,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",288,"TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","Gd","Y","SBrkr",1,0,1,2,4,1,"TA","Min2",1,"TA","Attchd",1972,"RFn",2,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Normal",165150,"Crisis",60,10400,1972,1972,247,0,485,732,1012,778,0,1790,8,484,148,0,0,0,147,0,11,34,TRUE
626,"RL",87,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",261,"TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr",0,0,1,1,3,1,"TA","Typ",0,NA,"Attchd",1962,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2010,"WD","Normal",160000,"Burbuja",20,10000,1962,1962,0,0,1116,1116,1116,0,0,1116,5,440,0,0,0,0,385,0,2,48,TRUE
627,"RL",NA,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr",0,0,1,0,3,1,"TA","Min1",1,"TA","Attchd",1960,"RFn",1,"TA","TA","Y",0,NA,"GdWo","Shed",2007,"WD","Normal",139900,"Crisis",20,12342,1960,1978,0,0,978,978,1422,0,0,1422,6,286,0,0,36,0,0,600,8,29,FALSE
628,"RL",80,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,"Gable","CompShg","AsbShng","AsbShng","BrkFace",164,"TA","TA","CBlock","TA","TA","Av","BLQ","LwQ","GasA","Ex","Y","SBrkr",1,0,1,0,3,1,"TA","Typ",2,"Gd","Basment",1955,"RFn",1,"TA","TA","Y",0,NA,NA,NA,2010,"WD","Normal",153000,"Burbuja",80,9600,1955,1972,674,132,350,1156,1520,0,0,1520,7,364,0,0,189,0,0,0,3,38,TRUE
629,"RL",70,"Pave",NA,"IR1","HLS","AllPub","Inside","Sev","NAmes","Norm","Norm","1Fam","2Story",5,5,"Gable","CompShg","Plywood","Plywood","BrkFace",192,"TA","TA","PConc","Gd","TA","Av","Rec","Unf","GasA","TA","Y","SBrkr",0,1,1,2,5,1,"Fa","Typ",2,"TA","Attchd",1969,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2007,"WD","Family",135000,"Crisis",60,11606,1969,1969,650,0,390,1040,1040,1040,0,2080,9,504,335,0,0,0,0,0,9,38,FALSE
630,"RL",82,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","SLvl",6,5,"Gable","WdShngl","Plywood","Wd Sdng","BrkFace",259,"TA","TA","CBlock","TA","TA","Gd","GLQ","Rec","GasA","TA","Y","SBrkr",1,0,1,1,3,1,"TA","Typ",0,NA,"Attchd",1964,"RFn",2,"TA","TA","Y",0,NA,"GdPrv",NA,2008,"WD","Normal",168500,"Burbuja",80,9020,1964,1964,624,336,288,1248,1350,0,0,1350,6,520,176,0,0,0,0,0,6,44,FALSE
631,"RM",50,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","2Story",5,6,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","Fa","Fa","No","Unf","Unf","GasA","TA","Y","FuseA",0,0,1,0,3,1,"Ex","Typ",0,NA,"Detchd",1937,"Unf",1,"Fa","Po","N",0,NA,"MnPrv",NA,2006,"WD","Abnorml",124000,"Crisis",70,9000,1880,1991,0,0,636,636,1089,661,0,1750,8,240,0,0,293,0,0,0,6,15,TRUE
632,"RL",34,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","Stone",108,"Gd","TA","PConc","Gd","Gd","Mn","GLQ","Unf","GasA","Ex","Y","SBrkr",0,0,2,0,2,1,"Gd","Typ",1,"Gd","Attchd",2006,"RFn",2,"TA","TA","Y",0,NA,NA,NA,2007,"WD","Normal",209500,"Crisis",120,4590,2006,2006,24,0,1530,1554,1554,0,0,1554,6,627,156,73,0,0,0,0,8,1,TRUE
633,"RL",85,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,"Hip","CompShg","Plywood","Plywood","BrkFace",209,"TA","Gd","CBlock","TA","TA","No","ALQ","Unf","GasA","TA","Y","SBrkr",0,0,2,0,3,1,"TA","Typ",1,"TA","Attchd",1977,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Family",82500,"Burbuja",20,11900,1977,1977,822,0,564,1386,1411,0,0,1411,6,544,192,0,0,0,0,0,4,32,FALSE
634,"RL",80,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","LwQ","GasA","TA","Y","SBrkr",0,1,1,0,3,1,"TA","Typ",0,NA,"Attchd",1954,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2007,"WD","Normal",139400,"Crisis",20,9250,1954,2005,480,468,108,1056,1056,0,0,1056,6,260,390,0,0,0,0,0,7,2,TRUE
635,"RL",64,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","Duplex","SFoyer",6,5,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr",2,0,0,0,0,2,"TA","Typ",0,NA,"Detchd",1980,"Unf",2,"TA","TA","Y",0,NA,"GdPrv","Shed",2010,"WD","Normal",144000,"Burbuja",90,6979,1980,1980,1056,0,0,1056,1056,0,0,1056,4,576,264,56,0,0,0,600,6,30,FALSE
636,"RH",60,"Pave","Pave","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Feedr","Norm","2fmCon","2.5Fin",6,7,"Hip","CompShg","VinylSd","VinylSd","None",0,"Fa","TA","CBlock","TA","Fa","No","LwQ","Unf","GasA","Ex","Y","FuseA",0,0,2,0,8,2,"Fa","Typ",0,NA,NA,NA,NA,0,NA,NA,"N",0,NA,NA,NA,2007,"WD","Abnorml",200000,"Crisis",190,10896,1914,1995,256,0,1184,1440,1440,1440,515,3395,14,0,0,110,0,0,0,0,3,12,TRUE
637,"RM",51,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",2,3,"Gable","CompShg","AsbShng","AsbShng","None",0,"Fa","Fa","BrkTil","TA","Fa","No","Unf","Unf","Grav","Fa","N","FuseA",0,0,1,0,1,1,"Fa","Maj1",1,"Po",NA,NA,NA,0,NA,NA,"N",0,NA,NA,NA,2009,"ConLw","Normal",60000,"Burbuja",30,6120,1936,1950,0,0,264,264,800,0,0,800,4,0,0,0,0,0,0,0,1,59,TRUE
638,"RM",50,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin",5,4,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","TA","Y","FuseA",0,0,2,0,3,2,"Gd","Typ",0,NA,"BuiltIn",1954,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Normal",93000,"Burbuja",190,6000,1954,1954,0,0,811,811,811,576,0,1387,7,256,0,0,0,0,0,0,11,55,TRUE
639,"RL",67,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Feedr","Norm","1Fam","1Story",5,7,"Gable","CompShg","MetalSd","Wd Sdng","None",0,"TA","TA","CBlock","Fa","TA","No","Unf","Unf","GasA","Gd","Y","FuseA",0,0,1,0,2,1,"TA","Typ",0,NA,NA,NA,NA,0,NA,NA,"P",0,NA,"MnPrv",NA,2008,"WD","Normal",85000,"Burbuja",30,8777,1910,1950,0,0,796,796,796,0,0,796,4,0,328,0,164,0,0,0,5,58,TRUE
640,"RL",53,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","Av","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,0,1,1,"Ex","Typ",1,"Gd","Attchd",2006,"Fin",3,"TA","TA","Y",0,NA,NA,NA,2006,"New","Partial",264561,"Crisis",120,3982,2006,2006,1154,0,366,1520,1567,0,0,1567,7,648,312,0,0,0,0,0,10,0,FALSE
641,"RL",62,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,"Hip","CompShg","MetalSd","MetalSd","BrkFace",472,"Ex","TA","PConc","Ex","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr",0,0,1,1,1,1,"Ex","Typ",1,"Gd","Attchd",2003,"RFn",2,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",274000,"Burbuja",120,12677,2003,2004,1218,0,300,1518,1518,0,0,1518,6,588,185,140,0,0,0,0,4,4,FALSE
642,"FV",NA,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,1,3,1,"Gd","Typ",1,"TA","Attchd",2001,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2007,"WD","Normal",226000,"Crisis",60,7050,2001,2001,738,0,319,1057,1057,872,0,1929,7,650,0,235,0,0,0,0,5,6,TRUE
